bio_id,name,chamber,party,twitter_accounts_json,birthday,gender
T000476,Thom Tillis,senate,R,"[{""id"": ""22195441"", ""screen_name"": ""ThomTillis"", ""account_type"": ""campaign""}, {""id"": ""2964174789"", ""screen_name"": ""SenThomTillis"", ""account_type"": ""office""}, {""id"": ""1212758759899979776"", ""screen_name"": ""TeamTillis"", ""account_type"": ""campaign""}, {""id"": ""1291032072258310150"", ""screen_name"": ""VetsForTillis"", ""account_type"": ""campaign""}]",1960-08-30,M
H001069,Heidi Heitkamp,senate,D,"[{""id"": ""460376288"", ""screen_name"": ""HeidiHeitkamp"", ""account_type"": ""campaign"", ""prev_names"": [""Heidi4ND""]}, {""id"": ""1061029050"", ""screen_name"": ""SenatorHeitkamp"", ""account_type"": ""office""}]",1955-10-30,F
H001061,John Hoeven,senate,R,"[{""id"": ""106733567"", ""screen_name"": ""hoeven4senate"", ""account_type"": ""campaign""}, {""id"": ""382791093"", ""screen_name"": ""SenJohnHoeven"", ""account_type"": ""office""}]",1957-03-13,M
C001096,Kevin Cramer,senate,R,"[{""id"": ""28267055"", ""screen_name"": ""kevincramer"", ""account_type"": ""campaign""}, {""id"": ""1048784496"", ""screen_name"": ""SenKevinCramer"", ""account_type"": ""office"", ""prev_names"": [""RepKevinCramer""]}]",1961-01-21,M
S001197,Ben Sasse,senate,R,"[{""id"": ""1480852568"", ""screen_name"": ""BenSasse"", ""account_type"": ""campaign""}, {""id"": ""2962923040"", ""screen_name"": ""SenSasse"", ""account_type"": ""office""}, {""id"": ""3656387175"", ""screen_name"": ""TeamSasse"", ""account_type"": ""campaign""}]",1972-02-22,M
F000463,Deb Fischer,senate,R,"[{""id"": ""323490669"", ""screen_name"": ""DebFischerNE"", ""account_type"": ""campaign""}, {""id"": ""361509785"", ""screen_name"": ""DebSFischer"", ""account_type"": ""campaign""}, {""id"": ""1071402577"", ""screen_name"": ""SenatorFischer"", ""account_type"": ""office""}]",1951-03-01,F
S001181,Jeanne Shaheen,senate,D,"[{""id"": ""14125897"", ""screen_name"": ""JeanneShaheen"", ""account_type"": ""campaign""}, {""id"": ""109287731"", ""screen_name"": ""SenatorShaheen"", ""account_type"": ""office""}]",1947-01-28,F
H001076,Maggie Hassan,senate,D,"[{""id"": ""361569788"", ""screen_name"": ""Maggie_Hassan"", ""account_type"": ""campaign""}, {""id"": ""946549322"", ""screen_name"": ""SenatorHassan"", ""account_type"": ""office""}]",1958-02-27,F
M000639,Bob Menendez,senate,D,"[{""id"": ""18695134"", ""screen_name"": ""SenatorMenendez"", ""account_type"": ""office""}, {""id"": ""407039290"", ""screen_name"": ""BobMenendezNJ"", ""account_type"": ""campaign"", ""prev_names"": [""Menendez4NJ""]}]",1954-01-01,M
B001288,Cory Booker,senate,D,"[{""id"": ""15808765"", ""screen_name"": ""corybooker"", ""account_type"": ""campaign""}, {""id"": ""1603426344"", ""screen_name"": ""Booker4Senate"", ""account_type"": ""campaign""}, {""id"": ""2167097881"", ""screen_name"": ""SenBooker"", ""account_type"": ""office"", ""prev_names"": [""SenBookerOffice""]}]",1969-04-27,M
L000570,Ben Ray Lujan,senate,D,"[{""id"": ""19318314"", ""screen_name"": ""SenatorLujan"", ""account_type"": ""office"", ""prev_names"": [""repbenraylujan""]}, {""id"": ""91125308"", ""screen_name"": ""benraylujan"", ""account_type"": ""campaign"", ""prev_names"": [""peopleforben""]}]",1972-06-07,M
H001046,Martin Heinrich,senate,D,"[{""id"": ""183062944"", ""screen_name"": ""TeamHeinrich"", ""account_type"": ""campaign"", ""prev_names"": [""Heinrich4NM""]}, {""id"": ""1099199839"", ""screen_name"": ""MartinHeinrich"", ""account_type"": ""office""}]",1971-10-17,M
U000039,Tom Udall,senate,D,"[{""id"": ""14140370"", ""screen_name"": ""tomudall"", ""account_type"": ""campaign""}, {""id"": ""60828944"", ""screen_name"": ""SenatorTomUdall"", ""account_type"": ""office""}, {""id"": ""325231436"", ""screen_name"": ""TomUdallPress"", ""account_type"": ""campaign""}]",1948-05-18,M
C001113,Catherine Cortez Masto,senate,D,"[{""id"": ""3145735852"", ""screen_name"": ""CatherineForNV"", ""account_type"": ""campaign""}, {""id"": ""811313565760163844"", ""screen_name"": ""SenCortezMasto"", ""account_type"": ""office""}]",1964-03-29,F
H001041,Dean Heller,senate,R,"[{""id"": ""41363507"", ""screen_name"": ""DeanHeller"", ""account_type"": ""campaign""}, {""id"": ""266133081"", ""screen_name"": ""SenDeanHeller"", ""account_type"": ""office""}]",1960-05-10,M
R000608,Jacky Rosen,senate,D,"[{""id"": ""818554054309715969"", ""screen_name"": ""SenJackyRosen"", ""account_type"": ""office"", ""prev_names"": [""RepJackyRosen""]}, {""id"": ""4749863113"", ""screen_name"": ""RosenforNevada"", ""account_type"": ""campaign""}]",1957-08-02,F
S000148,Chuck Schumer,senate,D,"[{""id"": ""17494010"", ""screen_name"": ""SenSchumer"", ""account_type"": ""office""}, {""id"": ""1872999342"", ""screen_name"": ""chuckschumer"", ""account_type"": ""campaign""}]",1950-11-23,M
G000555,Kirsten Gillibrand,senate,D,"[{""id"": ""72198806"", ""screen_name"": ""SenGillibrand"", ""account_type"": ""campaign""}, {""id"": ""899978622416695297"", ""screen_name"": ""gillibrandny"", ""account_type"": ""office""}]",1966-12-09,F
P000449,Rob Portman,senate,R,"[{""id"": ""18915145"", ""screen_name"": ""senrobportman"", ""account_type"": ""office""}, {""id"": ""240790556"", ""screen_name"": ""PortmanPress"", ""account_type"": ""office""}, {""id"": ""2612307559"", ""screen_name"": ""robportman"", ""account_type"": ""campaign""}]",1955-12-19,M
B000944,Sherrod Brown,senate,D,"[{""id"": ""24768753"", ""screen_name"": ""SherrodBrown"", ""account_type"": ""campaign""}, {""id"": ""43910797"", ""screen_name"": ""SenSherrodBrown"", ""account_type"": ""office""}]",1952-11-09,M
L000575,James Lankford,senate,R,"[{""id"": ""27044466"", ""screen_name"": ""jameslankford"", ""account_type"": ""campaign""}, {""id"": ""225921757"", ""screen_name"": ""SenatorLankford"", ""account_type"": ""office""}]",1968-03-04,M
I000024,Jim Inhofe,senate,R,"[{""id"": ""7270292"", ""screen_name"": ""JimInhofe"", ""account_type"": ""office""}, {""id"": ""20546536"", ""screen_name"": ""InhofePress"", ""account_type"": ""office""}, {""id"": ""1191831959363829760"", ""screen_name"": ""inhofeforsenate"", ""account_type"": ""campaign""}]",1934-11-17,M
M001176,Jeff Merkley,senate,D,"[{""id"": ""29201047"", ""screen_name"": ""SenJeffMerkley"", ""account_type"": ""office""}, {""id"": ""223166587"", ""screen_name"": ""JeffMerkley"", ""account_type"": ""campaign""}]",1956-10-24,M
W000779,Ron Wyden,senate,D,"[{""id"": ""122124607"", ""screen_name"": ""WydenForOregon"", ""account_type"": ""campaign""}, {""id"": ""250188760"", ""screen_name"": ""RonWyden"", ""account_type"": ""office""}, {""id"": ""292495654"", ""screen_name"": ""WydenPress"", ""account_type"": ""office""}]",1949-05-03,M
C001070,Bob Casey Jr.,senate,D,"[{""id"": ""94154021"", ""screen_name"": ""Bob_Casey"", ""account_type"": ""campaign""}, {""id"": ""171598736"", ""screen_name"": ""SenBobCasey"", ""account_type"": ""office""}]",1960-04-13,M
T000461,Pat Toomey,senate,R,"[{""id"": ""26062385"", ""screen_name"": ""PatToomey"", ""account_type"": ""campaign""}, {""id"": ""221162525"", ""screen_name"": ""SenToomey"", ""account_type"": ""office""}]",1961-11-17,M
R000122,Jack Reed,senate,D,"[{""id"": ""486694111"", ""screen_name"": ""SenJackReed"", ""account_type"": ""office""}, {""id"": ""1264928341737553921"", ""screen_name"": ""jackreed2020"", ""account_type"": ""campaign""}]",1949-11-12,M
W000802,Sheldon Whitehouse,senate,D,"[{""id"": ""242555999"", ""screen_name"": ""SenWhitehouse"", ""account_type"": ""office""}, {""id"": ""770121222"", ""screen_name"": ""SheldonforRI"", ""account_type"": ""campaign""}]",1955-10-20,M
G000359,Lindsey Graham,senate,R,"[{""id"": ""14845376"", ""screen_name"": ""GrahamBlog"", ""account_type"": ""office""}, {""id"": ""432895323"", ""screen_name"": ""LindseyGrahamSC"", ""account_type"": ""campaign""}]",1955-07-09,M
S001184,Tim Scott,senate,R,"[{""id"": ""81191343"", ""screen_name"": ""votetimscott"", ""account_type"": ""campaign""}, {""id"": ""217543151"", ""screen_name"": ""SenatorTimScott"", ""account_type"": ""office""}, {""id"": ""1247256526835912709"", ""screen_name"": ""TimScottSC"", ""account_type"": ""campaign""}]",1965-09-19,M
T000250,John Thune,senate,R,"[{""id"": ""26533227"", ""screen_name"": ""johnthune"", ""account_type"": ""campaign""}, {""id"": ""296361085"", ""screen_name"": ""SenJohnThune"", ""account_type"": ""office""}]",1961-01-07,M
R000605,Mike Rounds,senate,R,"[{""id"": ""978029858"", ""screen_name"": ""RoundsforSenate"", ""account_type"": ""campaign""}, {""id"": ""2955485182"", ""screen_name"": ""SenatorRounds"", ""account_type"": ""office""}]",1954-10-24,M
H000601,Bill Hagerty,senate,R,"[{""id"": ""1152598802873880576"", ""screen_name"": ""BillHagertyTN"", ""account_type"": ""campaign""}, {""id"": ""1346873610875654147"", ""screen_name"": ""SenatorHagerty"", ""account_type"": ""office""}]",1959-08-14,M
C001071,Bob Corker,senate,R,"[{""id"": ""73303753"", ""screen_name"": ""SenBobCorker"", ""account_type"": ""office""}, {""id"": ""283130017"", ""screen_name"": ""BobCorker"", ""account_type"": ""campaign""}]",1952-08-24,M
A000360,Lamar Alexander,senate,R,"[{""id"": ""21669223"", ""screen_name"": ""LamarAlexander"", ""account_type"": ""campaign""}, {""id"": ""76649729"", ""screen_name"": ""SenAlexander"", ""account_type"": ""office""}]",1940-07-03,M
B001243,Marsha Blackburn,senate,R,"[{""id"": ""63150856"", ""screen_name"": ""VoteMarsha"", ""account_type"": ""campaign""}, {""id"": ""278145569"", ""screen_name"": ""MarshaBlackburn"", ""account_type"": ""office""}]",1952-06-06,F
C001056,John Cornyn,senate,R,"[{""id"": ""13218102"", ""screen_name"": ""JohnCornyn"", ""account_type"": ""office""}, {""id"": ""1648117711"", ""screen_name"": ""TeamCornyn"", ""account_type"": ""campaign""}]",1952-02-02,M
C001098,Ted Cruz,senate,R,"[{""id"": ""23022687"", ""screen_name"": ""tedcruz"", ""account_type"": ""campaign""}, {""id"": ""1074480192"", ""screen_name"": ""SenTedCruz"", ""account_type"": ""office""}, {""id"": ""1379584350"", ""screen_name"": ""TeamTedCruz"", ""account_type"": ""campaign""}]",1970-12-22,M
L000577,Mike Lee,senate,R,"[{""id"": ""88784440"", ""screen_name"": ""SenMikeLee"", ""account_type"": ""office""}, {""id"": ""2164909022"", ""screen_name"": ""MikeLeeforUtah"", ""account_type"": ""campaign""}]",1971-06-04,M
R000615,Mitt Romney,senate,R,"[{""account_type"": ""campaign"", ""screen_name"": ""MittRomney"", ""id"": ""50055701""}, {""account_type"": ""office"", ""screen_name"": ""SenatorRomney"", ""id"": ""1078693601356509184""}, {""id"": ""956676183873081344"", ""screen_name"": ""Romney4Utah"", ""account_type"": ""campaign""}]",1947-03-12,M
H000338,Orrin Hatch,senate,R,"[{""id"": ""18170310"", ""screen_name"": ""OrrinHatch"", ""account_type"": ""campaign""}, {""id"": ""262756641"", ""screen_name"": ""senorrinhatch"", ""account_type"": ""office""}]",1934-03-22,M
W000805,Mark Warner,senate,D,"[{""id"": ""7429102"", ""screen_name"": ""MarkWarner"", ""account_type"": ""office""}, {""id"": ""409719505"", ""screen_name"": ""MarkWarnerVA"", ""account_type"": ""campaign""}]",1954-12-15,M
K000384,Tim Kaine,senate,D,"[{""id"": ""172858784"", ""screen_name"": ""timkaine"", ""account_type"": ""office""}, {""id"": ""1267940407"", ""screen_name"": ""SenKaineOffice"", ""account_type"": ""office""}, {""id"": ""987013218441801728"", ""screen_name"": ""TeamKaine"", ""account_type"": ""campaign""}]",1958-02-26,M
S000033,Bernie Sanders,senate,I,"[{""id"": ""29442313"", ""screen_name"": ""SenSanders"", ""account_type"": ""office""}, {""id"": ""216776631"", ""screen_name"": ""BernieSanders"", ""account_type"": ""campaign""}]",1941-09-08,M
L000174,Patrick Leahy,senate,D,"[{""id"": ""242836537"", ""screen_name"": ""SenatorLeahy"", ""account_type"": ""office""}, {""id"": ""4917423588"", ""screen_name"": ""PatrickLeahy"", ""account_type"": ""campaign""}]",1940-03-31,M
C000127,Maria Cantwell,senate,D,"[{""id"": ""35567751"", ""screen_name"": ""MariaCantwell"", ""account_type"": ""campaign""}, {""id"": ""117501995"", ""screen_name"": ""SenatorCantwell"", ""account_type"": ""office""}]",1958-10-13,F
M001111,Patty Murray,senate,D,"[{""id"": ""158470209"", ""screen_name"": ""MurrayCampaign"", ""account_type"": ""campaign""}, {""id"": ""293131808"", ""screen_name"": ""PattyMurray"", ""account_type"": ""office""}]",1950-10-11,F
J000293,Ron Johnson,senate,R,"[{""id"": ""142332083"", ""screen_name"": ""RonJohnsonWI"", ""account_type"": ""campaign""}, {""id"": ""233737858"", ""screen_name"": ""SenRonJohnson"", ""account_type"": ""office""}]",1955-04-08,M
B001230,Tammy Baldwin,senate,D,"[{""id"": ""87510313"", ""screen_name"": ""tammybaldwin"", ""account_type"": ""campaign""}, {""id"": ""1074518754"", ""screen_name"": ""SenatorBaldwin"", ""account_type"": ""office""}]",1962-02-11,F
M001183,Joe Manchin,senate,D,"[{""id"": ""113355380"", ""screen_name"": ""JoeManchinWV"", ""account_type"": ""campaign""}, {""id"": ""234374703"", ""screen_name"": ""Sen_JoeManchin"", ""account_type"": ""office""}]",1947-08-24,M
C001047,Shelley Moore Capito,senate,R,"[{""id"": ""158890005"", ""screen_name"": ""CapitoforWV"", ""account_type"": ""campaign""}, {""id"": ""193794406"", ""screen_name"": ""SenCapito"", ""account_type"": ""office""}]",1953-11-26,F
L000571,Cynthia M. Lummis,senate,R,"[{""screen_name"": ""SenLummis"", ""id"": ""22831059"", ""account_type"": ""office""}, {""id"": ""1136711154435207168"", ""screen_name"": ""CynthiaMLummis"", ""account_type"": ""campaign""}]",1954-09-10,F
B001261,John Barrasso,senate,R,"[{""id"": ""202206694"", ""screen_name"": ""SenJohnBarrasso"", ""account_type"": ""office""}, {""id"": ""499268312"", ""screen_name"": ""barrassoforwyo"", ""account_type"": ""campaign""}]",1952-07-21,M
E000285,Mike Enzi,senate,R,"[{""id"": ""291756142"", ""screen_name"": ""SenatorEnzi"", ""account_type"": ""office""}, {""id"": ""1848942470"", ""screen_name"": ""EnziforWyo"", ""account_type"": ""campaign""}]",1944-02-01,M
